innings,Over,Commentary,active_partnership,reviews,Review_team,Review_batsman,Review_umpire,Review_outcome,Umpires_call,Partnership_broken,match
England 2nd innings,16.6,"Siddle to Root, 1 run, push-drives this one into the gap at covers",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,16.5,"Siddle to Root, no run, skidding on a length in the channel outside off, shapes in to an extent, but Root doesn't offer a shot",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,16.4,"Siddle to Root, no run, #15: Root has taken another review, Wilson has to overturn his decision again. Got to feel for the umpire here, matters getting worse for him. This length delivery kept a touch low and the batsman got a huge inside edge as he tried to defend it. It didn't even need UltraEdge to confirm the same - it was such a huge deflection. Second time this morning, an lbw decision has been overturned by Root, courtesy DRS",2,"Over 16.4: Review by England (Batting), Umpire - JS Wilson, Batsman - JE Root (Upheld)",England (Batting),JE Root,JS Wilson,Upheld,False,False,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,16.3,"Siddle to Root, no run, teasing line outside off, holds its line and goes past Root's tentative poke",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,16.2,"Siddle to Root, no run, straighter line, in the channel outside off, on a length and the batsman doesn't chase it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,16.1,"Siddle to Root, no run, around the 79mph mark, skidding along the deck on a length, Root leaves it alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.6,"Pat Cummins to Roy, no run, back of a length around middle and leg, Roy gets tucked for room as he drops it into the leg side, almost played back on to his stumps",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.5,"Pat Cummins to Roy, FOUR, that's a good short boy, well done Roy. Pitched on a full length by Pat Cummins and the opener creams it through covers with nonchalance, played one such shot earlier in the day as well",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.4,"Pat Cummins to Root, 1 run, on a length outside off, Root pats it into the gap at cover-point for a single",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.3,"Pat Cummins to Root, no run, back of a length around off, Root plays this with soft hands and almost chops it on to his stumps",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.3,"Pat Cummins to Root, no ball, short ball by Pat Cummins, the ball sails over the batsman's head, but the bowler has also overstepped",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.2,"Pat Cummins to Root, no run, touch fuller than the last ball, it was aimed on the stumps. Root stays in the crease and defends it back with a straight bat",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,15.1,"Pat Cummins to Root, no run, on a back of a length and on the body, Root stays put in the crease. He gets behind it and defends it to the on-side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,14.6,"Pattinson to Roy, no run, length delivery outside off, Roy opens his bat face and guides it to point",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,14.5,"Pattinson to Roy, no run, goes for the short ball but misdirects it, well down the leg side, and Roy has ducked under that",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,14.4,"Pattinson to Roy, no run, pitched up Pattinson, seams away from the batsman who push-drives it towards mid-off",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,14.3,"Pattinson to Roy, FOUR, that's a picture perfect drive by Roy! Gets into position early, transfers his weight on to the front foot and caresses it through covers with impeccable timing, no point of chasing 'em",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,14.2,"Pattinson to Roy, no run, slightly full ball by Pattinson and it's been driven to mid-on by Roy",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,14.1,"Pattinson to Roy, no run, back of a length outside off, seaming away, Roy leaves it alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,13.6,"Pat Cummins to Root, FOUR, that's teased the fielder on its way to the boundary. Gave him hope by slowing down near the fence, but just when Siddle was about to get there, it races into the cushions. A full ball by Pat Cummins and Root timed his off-drive",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,13.5,"Pat Cummins to Root, no run, straighter line, shorter length and the batsman gets beaten as he pokes at it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,13.4,"Pat Cummins to Roy, 1 run, clips the length delivery past the fielder at short leg, was in the air for a while, but well past him",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,13.3,"Pat Cummins to Roy, no run, keeps his eyes on this nip-backer and lets it through to the 'keeper",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,13.2,"Pat Cummins to Roy, no run, this one shaped into the batsman on a length, seams into the batsman and beats Roy's off-drive. Could have either kissed the inside edge, or kissed the off-stump, mighty close",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,13.1,"Pat Cummins to Roy, no run, pitched on a full length by Pat Cummins and it's been driven back to the bowler by Roy",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.6,"Pattinson to Root, no run, Root has been adjudged lbw, and he's decided to the challenge the decision. I'll tell you what! This is the 14th wrong decision of the match, 9th one for Joel Wilson. Has been a nightmare for both the umpires as the decision has to be overturned. Was a length delivery around middle and leg, Root got beaten on his flick and pinned on the pads. The impact was umpire's call and when that happens, it's mostly going to slide down the leg side. Root survives!",2,"Over 12.6: Review by England (Batting), Umpire - JS Wilson, Batsman - JE Root (Upheld)",England (Batting),JE Root,JS Wilson,Upheld,False,False,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.5,"Pattinson to Root, FOUR, rides the bounce on this back of a length delivery and punches it through the gap at covers with precision, that's a good shot to get off the mark",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.4,"Pattinson to Root, no run, in the channel outside off, seaming away from the batsman, outside off",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.3,"Pattinson to Root, no run, was there an outside edge? Paine did appeal for a moment but none of the fielders were as excited. There's no edge but that was mighty close to the blade. It seamed away from back of a length and Root was beaten as he tried to flirt with it. Good decision to not opt for the review by the Aussies",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.2,"Pattinson to Root, no run, banged short into the pitch by Pattinson, Root rides the bounce and carves it to point, nice save by Lyon inside the ring",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.1,"Pattinson to Root, no run, pitched up by Pattinson and Root clips it towards mid-on off his front foot",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,12.1,"Pattinson to Root, no ball, back of a length outside off, Root leaves it be, no ball as the bowler oversteps",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,11.6,"Pat Cummins to Roy, no run, that's a peach! Short of a length around the off-stump line and zips off the deck, Roy almost gets squared up as he tries to get behind the line, beaten on his outside edge",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,11.5,"Pat Cummins to Roy, no run, short ball around middle and leg, Roy is forced to duck underneath, excellent new ball burst by Cummins this morning",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,11.4,"Pat Cummins to Roy, no run, sticks to his line outside off, this one kept low and the batsman shoulders arms",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,11.3,"Pat Cummins to Roy, no run, another good delivery by Pat Cummins, pitched on a length and shaping away from the batsman, Roy leaves it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,11.2,"Pat Cummins to Roy, no run, on a length around middle and leg, Roy nudges it into the leg side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,11.1,"Pat Cummins to Roy, no run, tight line in the channel outside off, pitched slightly full but Roy isn't tempted enough to have a go",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,10.6,"Pattinson to Root, no run, this one kept slightly low around off, length delivery by Pattinson and it's been eased in front of point by Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,10.5,"Pattinson to Root, no run, angled into the batsman, short of a length delivery and it's been blocked off his back foot by Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,10.4,"Pattinson to Root, no run, 89.8mph, in the channel outside off, seaming away from the batsman outside off, Root was thinking of playing it, but decides to withdraw from his shot in the end",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,10.3,"Pattinson to Roy, 1 run, closes his bat face early and works it into the gap at mid-wicket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,10.2,"Pattinson to Roy, no run, solid defence this time around, eased back to the bowler by Roy",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,10.1,"Pattinson to Roy, no run, well directed bouncer by Pattinson, Roy had his eyes on the ball but evades it at the last moment",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,9.6,"Pat Cummins to Root, no run, hops in his crease and knocks the short ball back to the bowler",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,9.5,"Pat Cummins to Rory Burns, out Caught by Lyon!! Here's the first wicket of the day, lovely delivery by Cummins, that was. Pitched around the leg-stump line on a shorter length and the batsman gets surprised due to the movement off the deck. He tries to fend it away but the ball comes off the splice and lobs towards Lyon at point. The centurion of the first innings couldn't do much in the second one. Rory Burns c Lyon b Pat Cummins 11(33) [4s-1]",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,9.4,"Pat Cummins to Rory Burns, no run, pitched up by Pat Cummins, Rory Burns presents the full face of his bat and knocks it back to the bowler",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,9.3,"Pat Cummins to Rory Burns, no run, 88.6mph, length delivery in the channel outside off, Rory Burns has carved it in front of point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,9.2,"Pat Cummins to Rory Burns, no run, seaming away from the batsman outside off, length delivery that's been left alone",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,9.1,"Pat Cummins to Roy, 1 run, slanted into the batsman around middle and leg, Roy bunts it into the gap at mid-wicket and moves over to the other end",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,8.6,"Pattinson to Rory Burns, no run, sprayed down the leg side, Rory Burns' attempted glance doesn't connect",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,8.5,"Pattinson to Rory Burns, no run, short of a length around middle and leg, Rory Burns rides the bounce and nudges it into the leg side",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,8.4,"Pattinson to Roy, 1 run, an inside edge has saved Roy on that occasion. Pattinson was up in an appeal but the umpire picked the two sounds. The batsman was trying to block this length delivery that was angled into him, but it came off the inside edge, thudded into his pads and rolled into the leg side",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,8.3,"Pattinson to Roy, no run, pitched up again, around the off-stump line and it's been eased to mid-on by Roy",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,8.2,"Pattinson to Roy, no run, back of a length delivery outside off, holds it line and the batsman shoulders arms once again",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,8.1,"Pattinson to Roy, no run, seaming away in the channel outside off, touch fuller but Roy isn't interested, left alone",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,7.6,"Pat Cummins to Rory Burns, no run, 88mph, tempting delivery in the channel outside off, slightly full and shaping away from the batsman, Burns lets it through to the keeper",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,7.5,"Pat Cummins to Rory Burns, no run, back of a length around off, skidding along the deck and it's been knocked back to the bowler by Rory Burns",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,7.4,"Pat Cummins to Rory Burns, no run, seaming away in the corridor outside off, slightly short ball and Rory Burns decides to lift his bat. That was bowled at 89mph by Cummins",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,7.3,"Pat Cummins to Rory Burns, no run, slightly fuller outside off, angled across the batsman by Pat Cummins and it's been left alone by Rory Burns",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,7.2,"Pat Cummins to Rory Burns, no run, good comeback by Pat Cummins, pitched on back of a length outside off, Rory Burns plays off his back foot and gets beaten",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,7.1,"Pat Cummins to Rory Burns, FOUR, lovely drive to start the day! Cummins pitches it on a full length and Rory Burns creams it through extra-cover and gets going on the first ball of the day, whistles and claps in the crowd by the English fans",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,6.6,"Pattinson to Roy, no run, beaten! England wouldn't mind that. The wickets column still says nought. Good length ball in the corridor of uncertainty, Roy prods forward and has a needless poke away from the body, the ball fizzes past the outside edge and leaves Pattinson with his hands on his head",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,6.5,"Pattinson to Roy, no run, too short and on a slow wicket it is very easy for a batsman to keep it out, Roy drops it safely into the off-side. One more..",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,6.4,"Pattinson to Roy, 2 runs, angled in on the hips, Roy hops back a bit and tucks it backward of square, Burns is more than happy to come back for the second. Two more balls..",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,6.3,"Pattinson to Roy, no run, back of a length just outside off, Roy defends with the head on top of the ball",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,6.2,"Pattinson to Roy, no run, short of length and zips it in, Roy stands back and ekes out an inside edge onto the thigh pad",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,6.1,"Pattinson to Roy, no run, uhhh! Now Pattinson produces a jaffa. Roy stares at the wicket but it was his technique that was at fault. Good length ball in the channel around off, Roy could have left that but goes feeling for it and is beaten comprehensively. There was a bit of away nibble",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,5.6,"Lyon to Rory Burns, no run, quicker and attacking off-stump, Burns crouches low and bunts it back. That is it from Lyon for today",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,5.5,"Lyon to Rory Burns, no run, ohhh! That is an absolute peach from Lyon. Burns had no clue about it. Drifts it across on a length, Burns is on the back foot to keep it out, but the ball spins sharply to beat the outside edge and the off-stump. It wasn't far from either",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,5.4,"Lyon to Roy, 1 run, too full and outside off, Roy squeezes it out to cover and crosses over. Now Burns v Lyon..",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,5.3,"Lyon to Roy, no run, tries to target the rough outside off, but doesn't get it right, easy leave for Roy. Good take by Paine",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,5.2,"Lyon to Roy, no run, throws it wider and Roy's hard hands take over, he gets it off the middle and the ball rolls to point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,5.1,"Lyon to Roy, no run, fraction short and turning in, Roy is comfortable to block it off the back foot",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,4.6,"Pattinson to Rory Burns, no run, short of length on off, Burns stands upright and defends into the on-side",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,4.5,"Pattinson to Rory Burns, no run, full and just outside off, Burns plays it with soft hands to backward point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,4.4,"Pattinson to Rory Burns, no run, back of a length and no pace to trouble Burns, blocked into the off-side",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,4.3,"Pattinson to Rory Burns, no run, fuller than good length around off, Burns drops it dead next to him",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,4.2,"Pattinson to Rory Burns, no run, back of a length on the hips, Burns misses out there, fails to meet with the clip and is struck on the thigh pad",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,4.1,"Pattinson to Rory Burns, no run, angled across the left hander, Burns hoists his bat up and lets it pass",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,3.6,"Lyon to Roy, no run, and again.. This time Roy pushed harder and away from the body. Sees the tossed up delivery outside off, Roy prods forward and goes with hard hands, the thick inside edge rolls to mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,3.5,"Lyon to Roy, no run, flighted outside off, Roy plunges across and inside halves the block to short mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,3.4,"Lyon to Roy, 2 runs, too short and it allows Roy to back away and punch it through the open cover region, two more",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,3.3,"Lyon to Roy, no run, flatter and outside off, Roy cuts and misses. The new ball skids through and beats him for pace",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,3.2,"Lyon to Roy, no run, oh! Almost sneaks through. Quicker and it shoots through, Roy is back in the crease and brings his bat down in the nick of time, if not he was dead in front of the stumps",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,3.1,"Lyon to Roy, no run, hangs deep in the crease and knocks the flattish delivery to silly point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,2.6,"Siddle to Rory Burns, no run, back of a length just outside off, Burns judges it well and shoulders arms",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,2.5,"Siddle to Rory Burns, no run, slanted in and straightens outside off, Burns lifts his bat and lets it go",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,2.4,"Siddle to Rory Burns, no run, fuller than a good length and close to off, Burns comes forward with soft hands and the ball grazes the outside edge, rolls towards fourth slip where Khawaja dives and stops",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,2.3,"Siddle to Rory Burns, no run, short of length and seaming away outside off, Burns ignores",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,2.2,"Siddle to Rory Burns, no run, short of length around off, Burns stands tall and blocks to mid-off",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,2.1,"Siddle to Rory Burns, 2 runs, angled in from a fullish length, Burns presents a straight bat on his push and places it through the vacant mid-on region, Cummins once again with the chase",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,1.6,"Lyon to Roy, no run, tossed up outside off, Roy presses well forward and defends solidly",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,1.5,"Lyon to Roy, no run, extra bounce and Roy plays it well, goes deep in the crease to ride the bounce and drop it in front of short leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,1.4,"Lyon to Roy, no run, flighted outside off, Roy plunges forward and inside halves the block back",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,1.3,"Lyon to Rory Burns, 3 runs, that is far too easy. Lyon might be finding it hard to grip the ball, drags it down and allows Burns to clip it off the stumps through mid-wicket, Cummins with the chase and he keeps it to three",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,1.2,"Lyon to Roy, 1 run, hangs on the back foot and allows the ball to spin in, nudges it past mid-wicket to open his account",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,1.1,"Lyon to Roy, no run, loosener. Half tracker that spins big and ends up down leg, Roy lets it go and sees Paine glove that behind him",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,0.6,"Siddle to Rory Burns, no run, nice zip on the back of a length delivery, Burns sees the line outside off and lets it pass",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,0.5,"Siddle to Rory Burns, no run, back of a length angled in, Burns turns it gently to short mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,0.4,"Siddle to Rory Burns, no run, short of length around chest height, Burns gets on top of the bounce and tucks it to backward square - straight to the fiedler. Yes, there is a fielding positioned at backward square leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,0.3,"Siddle to Rory Burns, no run, fuller and just outside off, Burns prods forward and dead-bats it right in front of him",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,0.2,"Siddle to Rory Burns, 2 runs, Burns is away with a crisp drive. Tad overpitched outside off, Burns with a confident stride forward drives it through the vacant cover region, Wade chases from mid-off and keeps it to a brace",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 2nd innings,0.1,"Siddle to Rory Burns, no run, scrambled seam delivery outside off, Burns lifts his bat and lets it go",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,111.6,"Denly to Pattinson, SIX, Pattinson sends another one into the crowd. He is enjoying his stay in the middle. Bends a bit to get underneath the flighted delivery and mows it over cow corner",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,111.5,"Denly to Pat Cummins, 1 run, Denly almost got his maiden Test scalp. Tossed up on leg-stump, Cummins makes room and chips it hard back at the bowler, Denly jumps up and fingertips it to long-on",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,111.4,"Denly to Pattinson, 1 run, comes down the track and miscues the loft to long-on",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,111.3,"Denly to Pat Cummins, 1 run, the slog sweep is mistimed and it dribbles away in front of deep mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,111.2,"Denly to Pat Cummins, FOUR, consecutive boundaries for Cummins. Flighted from round the wicket, Cummins gives himself room to go over the off-side and smacks it straight back past Denly",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,111.1,"Denly to Pat Cummins, FOUR, they are just having fun and adding runs to their Test tally. Cummins fetches this from outside off and sweeps it over mid-on, got well over the fielder",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,110.6,"Broad to Pattinson, no run, low full toss on leg-stump, Pattinson jams it out to mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,110.5,"Broad to Pat Cummins, 1 run, short of length on leg-stump, Cummins swivels and pulls to deep mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,110.4,"Broad to Pattinson, 1 run, too full and outside off, Pattinson jams it out towards extra cover",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,110.3,"Broad to Pat Cummins, leg byes, 1 run, tries the bumper but does not get the height, Cummins deflects it off the pad to fine leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,110.2,"Broad to Pattinson, 1 run, very full delivery outside off, a backing away Pattinson reaches out and slices it over backward point",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,110.1,"Broad to Pattinson, SIX, woah! That is some hit by Pattinson. Even Cummins liked it at the other end. Moved away to leg and got under the length ball, launched it with all his might over long-on. Clean strike! ""Shot of the day for me,"" says Sanga on air",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,109.6,"Denly to Pat Cummins, 2 runs, spinning away outside off, Cummins waits to play the late dab, places it fine enough to pocket a brace",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,109.5,"Denly to Pat Cummins, 2 runs, drifts it in and lands it near the leg-stump rough, Cummins makes room and lifts it over his partner, two more",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,109.4,"Denly to Pattinson, 1 run, the conventional sweep and Pattinson connects this time, single to backward square leg",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,109.3,"Denly to Pattinson, no run, now tries the fancy reverse sweep, the ball dips in front of him and escapes past his bat",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,109.2,"Denly to Pattinson, no run, slow turn into the left hander, Pattinson cuts and misses. He didn't think the ball would spin that much",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,109.1,"Denly to Pat Cummins, 1 run, flighted outside off, Cummins drives square of the wicket, for a single",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,108.6,"Broad to Pattinson, no run, sprays it well outside leg and Pattinson has no chance of making contact",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,108.5,"Broad to Pattinson, no run, backs away way too much and has a wild swing at the length delivery, the ball does not arrive and sneaks through the swinging blade, almost rolls through to Bairstow",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,108.4,"Broad to Pattinson, no run, bouncer around leg-stump, Pattinson ducks and evades it comfortably",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,108.3,"Broad to Pattinson, no run, short of length around off, Pattinson is right behind the line to defend",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,108.2,"Broad to Pat Cummins, 1 run, dropped! Burns drops two in two overs. This was easier than the previous one. Banged in short and angled across off, Cummins ramps it to third man where Burns comes charging in, bends down and fails to clasp on to the ball",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,108.1,"Broad to Pattinson, 1 run, short and following a backing away Pattinson, the pull is all cramped up and lands safely near mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,107.6,"Denly to Pat Cummins, no run, turning away outside off, Cummins lifts his bat and lets it go",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,107.5,"Denly to Pattinson, 1 run, slow turn from outside off, Pattinson angles it away past point, for a single",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,107.4,"Denly to Pat Cummins, 1 run, floated up outside off, Cummins drives inside out to cover, went uppishly and carried to Denly. He dived across to his right and got a hand to it, the ball didn't stick. Would have been a stunner",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
Australia 2nd innings,107.3,"Denly to Pattinson, 1 run, fraction short and Pattinson rocks back to pull it to deep mid-wicket",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
